DATAFLOW;LAST UPDATE;freq;unit;operator;procstat;geo;TIME_PERIOD;OBS_VALUE
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Ireland;2020;55
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Czechia;2014;54
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Ireland;2022;53
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Germany;2013;53
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Spain;2017;53
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Italy;2018;53
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2019;52
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Finland;2013;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2018;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Cyprus;2014;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Latvia;2017;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Romania;2016;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2015;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Spain;2014;51
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Poland;2013;50
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Latvia;2014;50
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Romania;2015;50
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Montenegro;2020;50
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Germany;2018;50
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Germany;2020;50
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Spain;2013;49
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2022;49
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2020;49
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Latvia;2016;48
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Slovakia;2013;48
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Slovakia;2015;48
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Romania;2014;48
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Portugal;2013;48
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2018;47
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2021;47
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Portugal;2020;47
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Germany;2019;47
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Spain;2015;47
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Ireland;2013;47
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Türkiye;2016;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Poland;2013;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2020;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Portugal;2015;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Montenegro;2017;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Spain;2013;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Spain;2016;46
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Greece;2020;45
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2022;45
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Czechia;2020;45
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Czechia;2016;45
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Greece;2019;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2019;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2021;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovakia;2019;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2015;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2017;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2021;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Serbia;2014;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Serbia;2016;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Estonia;2013;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2022;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Ireland;2014;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Ireland;2017;44
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Bulgaria;2021;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Ireland;2020;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Bulgaria;2016;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Croatia;2019;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Denmark;2013;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Romania;2016;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2019;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Ireland;2015;43
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Czechia;2013;42
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2015;42
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Türkiye;2015;42
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2018;42
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Italy;2015;42
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2022;41
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Portugal;2019;41
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Czechia;2019;41
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2022;41
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Germany;2022;41
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Italy;2014;41
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2020;40
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2021;40
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Czechia;2013;40
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Italy;2016;40
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Türkiye;2013;39
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Serbia;2016;39
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Romania;2017;39
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Italy;2017;39
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2019;38
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2020;38
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Croatia;2016;38
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Belgium;2015;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2021;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Türkiye;2014;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2021;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Serbia;2015;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Czechia;2014;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Montenegro;2018;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Germany;2021;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2019;37
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Portugal;2020;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Portugal;2022;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2017;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Slovakia;2016;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Bulgaria;2019;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2015;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Ireland;2016;36
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2013;35
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Romania;2015;35
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2016;35
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Ireland;2017;35
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Slovakia;2017;35
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2017;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Portugal;2019;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2022;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2013;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2016;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Romania;2021;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Türkiye;2014;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2018;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Portugal;2017;34
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2020;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Slovakia;2021;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2017;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2018;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Greece;2018;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Portugal;2018;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2019;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Latvia;2015;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Croatia;2017;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Portugal;2014;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2014;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Netherlands;2021;33
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2014;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2015;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Ireland;2013;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Czechia;2014;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2020;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2017;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Serbia;2013;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2018;32
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Portugal;2021;31
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2013;31
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;New registered during year;Czechia;2016;31
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Latvia;2016;31
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;United Kingdom;2019;31
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Greece;2017;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Romania;2020;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Serbia;2015;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Croatia;2013;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Croatia;2016;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2017;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Netherlands;2020;30
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2015;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2016;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2018;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2016;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2017;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2018;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2013;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2014;29
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Cyprus;2021;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Serbia;2014;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2020;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2016;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Croatia;2018;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Romania;2014;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Romania;2017;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2021;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Poland;2013;28
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Estonia;2022;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2014;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Ireland;2020;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Romania;2020;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2021;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Bulgaria;2020;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2019;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2014;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Bulgaria;2013;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2020;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Slovakia;2017;27
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Albania;2021;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Slovakia;2020;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Bulgaria;2018;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2016;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Ireland;2017;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2014;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Montenegro;2022;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Iceland;2019;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Netherlands;2019;26
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Hungary;2022;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Romania;2021;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2022;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Montenegro;2021;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2020;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2021;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Montenegro;2019;25
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Estonia;2021;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Romania;2019;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Serbia;2013;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2018;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2020;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2019;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2018;24
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Portugal;2018;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Austria;2014;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2017;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Ireland;2016;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2018;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2019;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Latvia;2013;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Ireland;2017;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2015;23
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2019;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registration withdrawn during year;Czechia;2019;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Bulgaria;2019;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Cyprus;2022;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2019;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Portugal;2017;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovakia;2017;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2020;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2020;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2017;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2015;22
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2015;21
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Ireland;2015;21
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2019;21
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2019;21
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2014;21
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Serbia;2018;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;New registered during year;Czechia;2014;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;New registered during year;Czechia;2019;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Greece;2016;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Austria;2017;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Iceland;2019;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2018;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Montenegro;2020;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Slovakia;2014;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2015;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2013;20
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Slovakia;2019;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Cyprus;2018;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2015;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Montenegro;2020;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2014;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Croatia;2015;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2018;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2017;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2014;19
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Estonia;2020;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2019;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Romania;2018;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2017;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Austria;2020;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Czechia;2013;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2018;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2022;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Montenegro;2017;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2015;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2019;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2022;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2016;18
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Norway;2022;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registration withdrawn during year;Czechia;2020;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2016;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2020;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2016;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2021;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Croatia;2018;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Montenegro;2018;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2014;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2017;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2018;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Italy;2013;17
