DATAFLOW,LAST UPDATE,freq,meat,meatitem,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Bulgaria,2022,0.45,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Bulgaria,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2014,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2015,19.32,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2016,20.81,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2017,17.78,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2018,18.53,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2019,18.76,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2020,20.68,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2022,18.77,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Switzerland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2014,0.67,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2015,0.58,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2016,1.05,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2017,0.88,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2018,0.8,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2019,0.77,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2020,0.9,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2021,0.81,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2022,1.16,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Cyprus,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2014,0.29,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2015,0.28,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2016,0.26,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2017,0.26,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2018,0.33,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2019,0.28,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2020,0.28,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2021,0.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2022,0.39,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Czechia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2014,8,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2015,5,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2016,8,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2017,9,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2018,1,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2019,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2021,3.21,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2022,2.79,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Germany,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2014,26.2,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2015,27.5,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2016,28.8,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2017,31,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2018,32.9,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2019,31.2,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2020,32,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2021,32.8,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2022,32.52,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Denmark,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2015,0.35,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2016,0.3,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2017,0.29,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2018,0.25,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2019,0.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2020,0.24,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2021,0.12,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2022,0.09,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Estonia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2014,7.6,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2015,6.43,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2016,7.03,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2017,7.85,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2018,7.6,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2019,6.94,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2020,7.35,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2021,7.41,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2022,7.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Greece,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2014,221.83,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2015,221.26,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2016,232.61,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2017,240.21,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2018,234.89,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2019,218.69,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2020,211.06,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2021,215.69,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2022,202.81,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Spain,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2015,360.57,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2016,372,ep
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2020,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2022,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 15 countries (1995-2004),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2015,363.68,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2016,375.7,ep
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2020,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2022,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2015,372.17,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2016,386.3,ep
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2020,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2022,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2015,369.59,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2016,381.76,e
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2020,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2021,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2022,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2015,372.72,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2016,386.79,ep
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2020,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2022,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2014,0.27,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2015,0.29,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2016,0.3,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2017,0.25,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2018,0.26,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2019,0.24,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2020,0.19,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2021,0.16,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2022,0.14,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Finland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2014,22.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2015,21.99,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2016,22.12,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2017,20.54,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2018,19.19,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2019,18.51,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2020,18.6,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2021,19.04,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2022,16.53,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,France,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2014,0.71,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2015,0.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2016,0.49,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2017,0.52,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2018,0.5,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2019,0.46,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2020,0.47,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2021,0.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2022,0.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Croatia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2014,0.39,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2015,0.43,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2016,0.43,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2017,0.41,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2018,0.4,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2019,0.41,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2020,0.46,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2021,0.91,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2022,0.68,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Hungary,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2014,0.93,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2015,0.67,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2016,0.78,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2017,1.14,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2018,1.33,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2019,2.32,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2020,0.36,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2021,0.86,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2022,0.66,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Ireland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Iceland,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Iceland,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Iceland,2016,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Iceland,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Iceland,2018,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Young cattle,Slaughterings,Thousand tonnes,Iceland,2019,0,
