DATAFLOW,LAST UPDATE,freq,unit,crops,agprdmet,geo,TIME_PERIOD,OBS_VALUE
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2011,2.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2003,2.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2004,2.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2010,2.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2009,3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2000,3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2014,3.02
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2016,3.03
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2005,3.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2002,3.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2013,3.13
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2012,3.14
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Bulgaria,2016,3.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2000,3.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Portugal,2003,3.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2015,3.21
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2013,3.24
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2010,3.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2000,3.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2017,3.31
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2018,3.33
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2012,3.38
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2013,3.39
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2011,3.4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2006,3.4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2017,3.41
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2012,3.41
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2014,3.43
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2020,3.45
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2016,3.47
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2016,3.48
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2019,3.49
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2006,3.5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2018,3.5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2005,3.5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2012,3.55
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Romania,2020,3.59
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2010,3.6
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2014,3.63
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2013,3.66
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2001,3.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2006,3.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2003,3.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2007,3.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2011,3.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2015,3.72
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2016,3.72
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2017,3.73
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2019,3.75
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2021,3.78
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2002,3.8
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,3.8
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2001,3.8
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2014,3.87
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2004,3.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2003,3.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2004,3.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2018,3.92
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2020,3.95
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2007,4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2003,4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2013,4.03
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2014,4.03
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2015,4.03
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2011,4.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2002,4.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2006,4.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2011,4.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2008,4.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2010,4.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2017,4.15
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2005,4.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2002,4.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,United Kingdom,2009,4.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2021,4.22
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2003,4.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,4.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2006,4.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Portugal,2009,4.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2018,4.39
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2019,4.42
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Romania,2021,4.42
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2012,4.48
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2004,4.5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2007,4.5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2012,4.51
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2015,4.54
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2018,4.55
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2021,4.56
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2014,4.56
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2020,4.58
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2008,4.6
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2019,4.6
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Slovenia,2004,4.6
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Slovenia,2005,4.6
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Slovakia,2005,4.6
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2017,4.61
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2020,4.63
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2020,4.63
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Poland,2013,4.65
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2013,4.67
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2005,4.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,4.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2007,4.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2018,4.7
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2017,4.78
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2009,4.8
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2015,4.83
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2016,4.84
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2006,4.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2005,4.9
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2016,4.94
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2015,4.94
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2019,4.98
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2014,5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2007,5
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2014,5.05
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2007,5.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Denmark,2006,5.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,5.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2008,5.1
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Belgium,2015,5.17
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2021,5.19
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2011,5.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2010,5.2
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2013,5.23
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,France,2016,5.28
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Spain,2008,5.3
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Portugal,2013,5.31
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Germany,2008,5.4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,5.4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2011,5.4
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Portugal,2012,5.48
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Norway,2009,5.5
