Nr Source Form;Year;Dt Begin Period;Dt End Period;Nr Week Marketing Year;Member State;Ds Product Short;Product;Product Stage;Market;Ds Price Uom;Ds Period Type;Vl Euro Price;Is Calculated
829;2021;16/08/2021;22/08/2021;33;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;16/08/2021;22/08/2021;33;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;64,62;N
829;2021;23/08/2021;29/08/2021;34;Greece;FRL_PBL;Peaches - White flesh;Farmgate price;National average (EL);national currency/100kg;Week;70,00;N
829;2021;23/08/2021;29/08/2021;34;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;150,00;N
829;2021;23/08/2021;29/08/2021;34;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;70,17;N
829;2021;23/08/2021;29/08/2021;34;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;23/08/2021;29/08/2021;34;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;157,52;N
829;2021;23/08/2021;29/08/2021;34;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;23/08/2021;29/08/2021;34;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;51,35;N
829;2021;30/08/2021;05/09/2021;35;Greece;FRL_PBL;Peaches - White flesh;Farmgate price;National average (EL);national currency/100kg;Week;80,00;N
829;2021;30/08/2021;05/09/2021;35;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;160,00;N
829;2021;30/08/2021;05/09/2021;35;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;90,63;N
829;2021;30/08/2021;05/09/2021;35;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;30/08/2021;05/09/2021;35;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;142,72;N
829;2021;30/08/2021;05/09/2021;35;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;70,00;N
829;2021;30/08/2021;05/09/2021;35;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;30/08/2021;05/09/2021;35;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;43,05;N
829;2021;01/09/2021;30/09/2021;35;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Month;355,83;Y
829;2021;01/09/2021;30/09/2021;35;Greece;FRL_PBL;Peaches - White flesh;Farmgate price;National average (EL);national currency/100kg;Month;76,47;Y
829;2021;01/09/2021;30/09/2021;35;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Month;49,55;Y
829;2021;01/09/2021;30/09/2021;35;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;154,00;Y
829;2021;01/09/2021;30/09/2021;35;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Month;81,25;Y
829;2021;01/09/2021;30/09/2021;35;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Month;85,00;Y
829;2021;01/09/2021;30/09/2021;35;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;151,86;Y
829;2021;01/09/2021;30/09/2021;35;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;70,00;Y
829;2021;01/09/2021;30/09/2021;35;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Month;65,00;Y
829;2021;01/09/2021;30/09/2021;35;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;45,51;Y
829;2021;06/09/2021;12/09/2021;36;Greece;FRL_PBL;Peaches - White flesh;Farmgate price;National average (EL);national currency/100kg;Week;84,90;N
829;2021;06/09/2021;12/09/2021;36;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;160,00;N
829;2021;06/09/2021;12/09/2021;36;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;90,63;N
829;2021;06/09/2021;12/09/2021;36;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;06/09/2021;12/09/2021;36;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;128,98;N
829;2021;06/09/2021;12/09/2021;36;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;70,00;N
829;2021;06/09/2021;12/09/2021;36;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;06/09/2021;12/09/2021;36;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;39,46;N
829;2021;13/09/2021;19/09/2021;37;Greece;FRL_PBL;Peaches - White flesh;Farmgate price;National average (EL);national currency/100kg;Week;71,00;N
829;2021;13/09/2021;19/09/2021;37;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;150,00;N
829;2021;13/09/2021;19/09/2021;37;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;13/09/2021;19/09/2021;37;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;13/09/2021;19/09/2021;37;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;159,86;N
829;2021;13/09/2021;19/09/2021;37;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;70,00;N
829;2021;13/09/2021;19/09/2021;37;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;13/09/2021;19/09/2021;37;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;47,87;N
829;2021;20/09/2021;26/09/2021;38;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;355,83;N
829;2021;20/09/2021;26/09/2021;38;Greece;FRL_PBL;Peaches - White flesh;Farmgate price;National average (EL);national currency/100kg;Week;71,00;N
829;2021;20/09/2021;26/09/2021;38;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;55,70;N
829;2021;20/09/2021;26/09/2021;38;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;150,00;N
829;2021;20/09/2021;26/09/2021;38;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;20/09/2021;26/09/2021;38;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;20/09/2021;26/09/2021;38;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;175,82;N
829;2021;20/09/2021;26/09/2021;38;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;70,00;N
829;2021;20/09/2021;26/09/2021;38;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;20/09/2021;26/09/2021;38;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;49,67;N
829;2021;27/09/2021;03/10/2021;39;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;355,83;N
829;2021;27/09/2021;03/10/2021;39;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;38,80;N
829;2021;27/09/2021;03/10/2021;39;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;150,00;N
829;2021;27/09/2021;03/10/2021;39;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;27/09/2021;03/10/2021;39;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;27/09/2021;03/10/2021;39;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;147,36;N
829;2021;27/09/2021;03/10/2021;39;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;70,00;N
829;2021;27/09/2021;03/10/2021;39;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Week;65,00;N
829;2021;27/09/2021;03/10/2021;39;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;47,75;N
829;2021;01/10/2021;31/10/2021;39;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Month;51,00;Y
829;2021;01/10/2021;31/10/2021;39;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Month;57,47;Y
829;2021;01/10/2021;31/10/2021;39;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Month;338,36;Y
829;2021;01/10/2021;31/10/2021;39;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Month;55,00;Y
829;2021;01/10/2021;31/10/2021;39;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Month;66,82;Y
829;2021;01/10/2021;31/10/2021;39;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;175,57;Y
829;2021;01/10/2021;31/10/2021;39;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Month;69,20;Y
829;2021;01/10/2021;31/10/2021;39;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Month;75,00;Y
829;2021;01/10/2021;31/10/2021;39;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Month;85,00;Y
829;2021;01/10/2021;31/10/2021;39;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;133,80;Y
829;2021;01/10/2021;31/10/2021;39;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;67,57;Y
829;2021;01/10/2021;31/10/2021;39;Spain;FRL_PBL;Peaches - White flesh;Farmgate price;National average (ES);national currency/100kg;Month;65,00;Y
829;2021;01/10/2021;31/10/2021;39;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;60,03;Y
829;2021;04/10/2021;10/10/2021;40;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;04/10/2021;10/10/2021;40;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;57,47;N
829;2021;04/10/2021;10/10/2021;40;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;349,60;N
829;2021;04/10/2021;10/10/2021;40;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;57,80;N
829;2021;04/10/2021;10/10/2021;40;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;175,16;N
829;2021;04/10/2021;10/10/2021;40;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;04/10/2021;10/10/2021;40;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;04/10/2021;10/10/2021;40;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;141,90;N
829;2021;04/10/2021;10/10/2021;40;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;65,45;N
829;2021;04/10/2021;10/10/2021;40;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;59,95;N
829;2021;11/10/2021;17/10/2021;41;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;11/10/2021;17/10/2021;41;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;333,70;N
829;2021;11/10/2021;17/10/2021;41;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;55,00;N
829;2021;11/10/2021;17/10/2021;41;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;67,80;N
829;2021;11/10/2021;17/10/2021;41;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;175,16;N
829;2021;11/10/2021;17/10/2021;41;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;73,38;N
829;2021;11/10/2021;17/10/2021;41;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;11/10/2021;17/10/2021;41;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;11/10/2021;17/10/2021;41;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;141,79;N
829;2021;11/10/2021;17/10/2021;41;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;72,11;N
829;2021;11/10/2021;17/10/2021;41;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;73,24;N
829;2021;18/10/2021;24/10/2021;42;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;18/10/2021;24/10/2021;42;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;324,30;N
829;2021;18/10/2021;24/10/2021;42;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;55,00;N
829;2021;18/10/2021;24/10/2021;42;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;86,80;N
829;2021;18/10/2021;24/10/2021;42;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;197,18;N
829;2021;18/10/2021;24/10/2021;42;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;73,38;N
829;2021;18/10/2021;24/10/2021;42;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;18/10/2021;24/10/2021;42;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;18/10/2021;24/10/2021;42;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;127,58;N
829;2021;18/10/2021;24/10/2021;42;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;65,89;N
829;2021;18/10/2021;24/10/2021;42;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;57,46;N
829;2021;25/10/2021;31/10/2021;43;Austria;FRL_FUJ;Apples - Fuji;Farmgate price;National average (AT);national currency/100kg;Week;45,06;N
829;2021;25/10/2021;31/10/2021;43;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;25/10/2021;31/10/2021;43;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;55,00;N
829;2021;25/10/2021;31/10/2021;43;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;66,90;N
829;2021;25/10/2021;31/10/2021;43;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;165,73;N
829;2021;25/10/2021;31/10/2021;43;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;60,83;N
829;2021;25/10/2021;31/10/2021;43;Italy;FRL_PBL;Peaches - White flesh;Farmgate price;National average (IT);national currency/100kg;Week;75,00;N
829;2021;25/10/2021;31/10/2021;43;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Week;85,00;N
829;2021;25/10/2021;31/10/2021;43;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;118,13;N
829;2021;25/10/2021;31/10/2021;43;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;65,77;N
829;2021;25/10/2021;31/10/2021;43;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;54,73;N
829;2021;01/11/2021;07/11/2021;44;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;01/11/2021;30/11/2021;44;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Month;51,00;Y
829;2021;01/11/2021;30/11/2021;44;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Month;74,20;Y
829;2021;01/11/2021;30/11/2021;44;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Month;107,43;Y
829;2021;01/11/2021;07/11/2021;44;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;55,00;N
829;2021;01/11/2021;30/11/2021;44;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Month;56,67;Y
829;2021;01/11/2021;07/11/2021;44;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;62,50;N
829;2021;01/11/2021;30/11/2021;44;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Month;48,52;Y
829;2021;01/11/2021;07/11/2021;44;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;146,85;N
829;2021;01/11/2021;30/11/2021;44;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;120,82;Y
829;2021;01/11/2021;07/11/2021;44;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;62,99;N
829;2021;01/11/2021;30/11/2021;44;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Month;62,99;Y
829;2021;01/11/2021;07/11/2021;44;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;95,75;N
829;2021;01/11/2021;30/11/2021;44;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;98,81;Y
829;2021;01/11/2021;07/11/2021;44;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;62,98;N
829;2021;01/11/2021;30/11/2021;44;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;64,67;Y
829;2021;01/11/2021;07/11/2021;44;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;53,77;N
829;2021;01/11/2021;30/11/2021;44;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;55,69;Y
829;2021;08/11/2021;14/11/2021;45;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;08/11/2021;14/11/2021;45;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;50,50;N
829;2021;08/11/2021;14/11/2021;45;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;121,69;N
829;2021;08/11/2021;14/11/2021;45;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;62,99;N
829;2021;08/11/2021;14/11/2021;45;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;102,68;N
829;2021;08/11/2021;14/11/2021;45;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;60,89;N
829;2021;08/11/2021;14/11/2021;45;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;53,02;N
829;2021;15/11/2021;21/11/2021;46;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;15/11/2021;21/11/2021;46;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;77,23;N
829;2021;15/11/2021;21/11/2021;46;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;118,50;N
829;2021;15/11/2021;21/11/2021;46;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;57,40;N
829;2021;15/11/2021;21/11/2021;46;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;40,90;N
829;2021;15/11/2021;21/11/2021;46;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;114,27;N
829;2021;15/11/2021;21/11/2021;46;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;62,99;N
829;2021;15/11/2021;21/11/2021;46;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;94,18;N
829;2021;15/11/2021;21/11/2021;46;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;70,83;N
829;2021;15/11/2021;21/11/2021;46;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;52,60;N
829;2021;22/11/2021;28/11/2021;47;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;22/11/2021;28/11/2021;47;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;71,84;N
829;2021;22/11/2021;28/11/2021;47;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;99,70;N
829;2021;22/11/2021;28/11/2021;47;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;57,40;N
829;2021;22/11/2021;28/11/2021;47;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;41,40;N
829;2021;22/11/2021;28/11/2021;47;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;105,00;N
829;2021;22/11/2021;28/11/2021;47;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;62,99;N
829;2021;22/11/2021;28/11/2021;47;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;98,62;N
829;2021;22/11/2021;28/11/2021;47;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;65,30;N
829;2021;22/11/2021;28/11/2021;47;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;60,58;N
829;2021;29/11/2021;05/12/2021;48;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Week;51,00;N
829;2021;29/11/2021;05/12/2021;48;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Week;71,84;N
829;2021;29/11/2021;05/12/2021;48;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Week;95,70;N
829;2021;29/11/2021;05/12/2021;48;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Week;57,40;N
829;2021;29/11/2021;05/12/2021;48;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Week;44,30;N
829;2021;29/11/2021;05/12/2021;48;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Week;105,00;N
829;2021;29/11/2021;05/12/2021;48;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Week;62,99;N
829;2021;29/11/2021;05/12/2021;48;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Week;112,82;N
829;2021;29/11/2021;05/12/2021;48;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Week;60,08;N
829;2021;29/11/2021;05/12/2021;48;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Week;65,48;N
829;2021;01/12/2021;31/12/2021;48;France;FRL_FUJ;Apples - Fuji;Farmgate price;National average (FR);national currency/100kg;Month;51,00;Y
829;2021;01/12/2021;31/12/2021;48;Germany;FRL_FUJ;Apples - Fuji;Farmgate price;National average (DE);national currency/100kg;Month;80,35;Y
829;2021;01/12/2021;31/12/2021;48;Greece;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (EL);national currency/100kg;Month;96,45;Y
829;2021;01/12/2021;31/12/2021;48;Greece;FRL_FUJ;Apples - Fuji;Farmgate price;National average (EL);national currency/100kg;Month;59,64;Y
829;2021;01/12/2021;31/12/2021;48;Greece;FRL_RON;Tomatoes - Round;Farmgate price;National average (EL);national currency/100kg;Month;53,44;Y
829;2021;01/12/2021;31/12/2021;48;Italy;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (IT);national currency/100kg;Month;160,14;Y
829;2021;01/12/2021;31/12/2021;48;Italy;FRL_FUJ;Apples - Fuji;Farmgate price;National average (IT);national currency/100kg;Month;62,99;Y
829;2021;01/12/2021;31/12/2021;48;Italy;FRL_RON;Tomatoes - Round;Farmgate price;National average (IT);national currency/100kg;Month;60,00;Y
829;2021;01/12/2021;31/12/2021;48;Spain;FRL_CER;"Tomatoes - Cherry/""Cérises""";Farmgate price;National average (ES);national currency/100kg;Month;122,45;Y
829;2021;01/12/2021;31/12/2021;48;Spain;FRL_FUJ;Apples - Fuji;Farmgate price;National average (ES);national currency/100kg;Month;59,00;Y
829;2021;01/12/2021;31/12/2021;48;Spain;FRL_RON;Tomatoes - Round;Farmgate price;National average (ES);national currency/100kg;Month;66,94;Y
